Description,Data.Sugar Total,Data.Carbohydrate,Data.Fiber,Data.Kilocalories,Data.Fat.Saturated Fat,Diabetic_Suitability
"CAMPBELL'S RED & WHITE,GOLDEN MUSHROOM SOUP,COND",0.810000002,8.06,0.800000012,65,0.806,1
"CAMPBELL'S RED & WHITE,GOLDFISH PASTA W/ CHICK",1.590000033,8.73,0.800000012,56,0.397,1
"SOUP,TOMATO BISQUE,CND,PREP W/ EQ VOLUME MILK",0.0,11.73,0.200000003,79,1.25,1
"SOUP,TOMATO,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK",6.53000021,8.89,0.600000024,55,0.726,1
"CAMPBELL'S RED & WHITE,GOLDFISH PASTA W/ MEATBALL",0.790000021,8.73,1.600000024,63,1.19,1
"CAMPBELL'S RED & WHITE,GRN PEA SOUP,COND",4.690000057,21.88,3.099999905,141,0.781,1
"CAMPBELL'S RED & WHITE,HEARTY VEG W/ PASTA SOUP,COND",6.349999905,15.08,1.600000024,71,0.0,1
"CAMPBELL'S RED & WHITE,HOMESTYLE CHICK NOODLE SOUP,COND",0.790000021,6.35,0.800000012,56,0.794,1
"CAMPBELL'S RED & WHITE,MANHATTAN CLAM CHOWDER,COND",1.590000033,9.52,1.600000024,56,0.397,1
"CAMPBELL'S RED & WHITE,MEGA NOODLE IN CHICK BROTH,COND",1.590000033,11.11,1.600000024,71,0.397,1
"CAMPBELL'S RED & WHITE,MINESTRONE SOUP,COND",2.380000114,13.49,2.400000095,71,0.397,1
"CAMPBELL'S RED & WHITE,NEW ENGLAND CLAM CHOWDER,COND",0.790000021,10.32,0.800000012,71,0.397,1
"COMPANY,CAMPBELL'S RED & WHITE,OYSTER STEW,COND",0.0,3.97,0.0,63,2.778,1
"SOUP COMPANY,CAMPBELL'S RED & WHITE,PEPPER POT SOUP,COND",0.790000021,7.14,0.800000012,71,1.19,1
"CAMPBELL SOUP COMPANY,CAMPBELL'S RED & WHT,SCOTCH BRTH,COND",0.810000002,7.26,1.600000024,56,0.806,1
"CAMPBELL'S RED & WHITE,STHWEST STYLE PEPPER JCK SP,COND",2.420000076,10.48,3.200000048,89,1.613,1
"CAMPBELL'S RED & WHITE,VEGETARIAN VEG SOUP,COND",4.760000229,14.29,1.600000024,71,0.0,1
"CAMPBELL SOUP COMPANY,CAMPBELL'S RED & WHITE,VEG SOUP,COND",5.559999943,15.87,2.400000095,79,0.397,1
"CAMPBELL SOUP COMPANY,CAMPBELL'S RED & WHITE,VEG BF SOP,COND",1.590000033,11.9,2.400000095,63,0.397,1
"CAMPBELL SOUP COMPANY,CAMPBELL'S RED & WHITE,TOMATO SOP,COND",9.680000305,16.13,0.800000012,73,0.0,1
"CAMPBELL SOUP,CAMPBELL'S RED & WHITE,TOMATO BISQUE,COND",11.89999962,18.25,0.800000012,103,1.19,1
"CAMPBELL'S RED & WHITE,SPLIT PEA W/ HAM & BACON SOUP,COND",3.130000114,21.09,3.900000095,141,1.563,1
"CAMPBELL'S RED & WHITE,SOUTHWESTERN-STYLE CHICK VEG SOP,COND",2.380000114,16.67,3.200000048,87,0.397,1
"CAMPBELL'S CHUNKY SOUPS,BKD POTATO CHEDDAR BACON BITS SOUP",1.25,9.39,0.800000012,65,0.408,1
"CAMPBELL'S CHUNKY SOUPS,BKD POTATO W/ STEAK & CHS SOUP",1.220000029,8.57,1.200000048,86,1.02,1
"CAMPBELL'S CHUNKY SOUPS,BARBEQUE SEASONED BURGER SOUP",4.079999924,11.43,2.0,84,1.02,1
"CAMPBELL'S CHUNKY SOUPS,BBQ SEASONED PORK SOUP",2.039999962,8.98,2.0,68,0.612,1
"CAMPBELL'S CHUNKY SOUPS,BF RIB RST POTATOES HERBS SOUP",2.450000048,6.94,1.200000048,44,0.408,1
"CAMPBELL'S CHUNKY SOUPS,BF W/ COUNTRY VEG SOUP",1.629999995,8.57,1.600000024,60,0.408,1
"CAMPBELL'S CHUNKY SOUPS,BF W/ WHITE & WILD RICE SOUP",2.039999962,9.8,1.200000048,65,0.408,1
"CAMPBELL'S CHUNKY SOUPS,CHICK & DUMPLINGS SOUP",1.220000029,7.76,1.600000024,74,0.816,1
"CAMPBELL'S CHUNKY SOUPS,CHICK BROCCOLI CHS & POTATO SOUP",0.819999993,5.71,0.400000006,82,1.633,1
"CAMPBELL'S CHUNKY SOUPS,CHICK CORN CHOWDER",1.629999995,8.16,1.200000048,79,0.612,1
"CAMPBELL'S CHUNKY SOUPS,CHICK MUSHROOM CHOWDER",1.629999995,7.76,1.200000048,78,0.612,1
"CAMPBELL'S CHUNKY SOUPS,CLASSIC CHICK NOODLE SOUP",0.819999993,6.12,0.800000012,47,0.408,1
"CAMPBELL'S CHUNKY SOUPS,FAJITA CHICK W/ RICE & BNS SOUP",2.859999895,9.39,1.600000024,58,0.204,1
"CAMPBELL'S CHUNKY SOUPS,FIREHOUSE - HOT SPICY BF BEAN CHILI",4.489999771,10.2,3.299999952,95,1.429,1
"CAMPBELL'S CHUNKY SOUPS,GRILLED CHICK SAUSAGE GUMBO SOUP",1.629999995,8.57,1.200000048,57,0.408,1
"CAMPBELL'S CHUNKY SOUPS,GRILLED CHICK VEG & PASTA SOUP",0.819999993,6.12,0.800000012,41,0.204,1
"SOUP,CRM OF ASPARAGUS,CND,PREP W/ EQ VOLUME H2O",0.0,4.38,0.200000003,35,0.43,1
"SOUP,BLACK BEAN,CND,PREP W/ EQ VOLUME H2O",1.24000001,7.71,3.400000095,46,0.17,1
"CAMPBELL'S CHUNKY SOUPS,GRILLED SIRLOIN STEAK HEARTY VEG SP",1.629999995,7.76,1.600000024,51,0.408,1
"SOUP,BEAN W/ PORK,CND,PREP W/ EQ VOLUME H2O",1.470000029,8.31,2.900000095,63,0.558,1
"CAMPBELL'S CHUNKY SOUPS,HEALTHY REQUEST CHICK NOODLE SOUP",0.819999993,6.12,0.400000006,49,0.204,1
"SOUP,BEAN W/ FRANKFURTERS,CND,PREP W/ EQ VOLUME H2O",0.0,8.8,0.0,75,0.85,1
"CAMPBELL'S CHUNKY SOUPS,HEALTHY REQUEST VEG SOUP",3.269999981,9.8,1.600000024,48,0.0,1
"SOUP,BF NOODLE,CND,PREP W/ EQ VOLUME H2O",1.029999971,3.58,0.300000012,34,0.455,1
"SOUP,CRM OF CELERY,CND,PREP W/ EQ VOLUME H2O",0.0,3.62,0.300000012,37,0.58,1
"SOUP,CHS,CND,PREP W/ EQ VOLUME H2O",0.0,4.26,0.400000006,63,2.7,1
"SOUP,CHICK W/ DUMPLINGS,CND,PREP W/ EQ VOLUME H2O",0.330000013,2.51,0.200000003,40,0.54,1
"SOUP,CHICK BROTH,CND,PREP W/ EQ VOLUME H2O",0.289999992,0.38,0.0,16,0.16,1
"CAMPBELL'S CHUNKY SOUPS,HEARTY BEAN 'N' HAM SOUP",2.039999962,12.24,3.299999952,74,0.204,1
"CAMPBELL'S CHUNKY SOUPS,HEARTY BF BARLEY SOUP",2.039999962,10.61,1.600000024,68,0.408,1
"SOUP,CRM OF CHICK,CND,PREP W/ EQ VOLUME H2O",0.0,3.8,0.100000001,48,0.85,1
"SOUP,CHICK GUMBO,CND,PREP W/ EQ VOLUME H2O",1.019999981,3.43,0.800000012,23,0.13,1
"CAMPBELL'S CHUNKY SOUPS,HEARTY CHICK W/ VEG SOUP",1.220000029,5.31,0.800000012,38,0.204,1
"SOUP,CHICK NOODLE,CND,PREP W/ EQ VOLUME H2O",0.270000011,2.95,0.200000003,25,0.262,1
"CAMPBELL'S CHUNKY SOUPS,HEARTY VEG W/ PASTA SOUP",3.670000076,9.39,1.200000048,51,0.0,1
"CAMPBELL'S CHUNKY SOUPS,HERB RSTD CHICK POTATOES GARLIC SOUP",1.629999995,6.94,1.200000048,46,0.408,1
"SOUP,CHICK W/ RICE,CND,PREP W/ EQ VOLUME H2O",0.079999998,2.92,0.300000012,24,0.185,1
"CAMPBELL'S CHUNKY SOUPS,HONEY RSTD HAM W/ POTATOES SOUP",2.859999895,8.16,1.200000048,55,0.408,1
"SOUP,CHICK VEG,CND,PREP W/ EQ VOLUME H2O",0.540000021,3.56,0.400000006,31,0.35,1
"SOUP,CHILI BF,CND,PREP W/ EQ VOLUME H2O",2.49000001,9.23,1.200000048,57,0.608,1
"CAMPBELL'S CHUNKY SOUPS,ITALIAN SAUSAGE & PEPPERS SOUP",3.269999981,8.16,1.200000048,62,0.612,1
"SOUP,CLAM CHOWDER,MANHATTAN,CND,PREP W/EQ VOLUME H2O",1.320000052,4.77,0.600000024,30,0.149,1
"CAMPBELL'S CHUNKY SOUPS,MANHATTEN CLAM CHOWDER",1.629999995,7.76,1.200000048,52,0.408,1
"SOUP,CLAM CHOWDER,NEW ENGLAND,CND,PREP W/ EQ VOLUME H2O",0.189999998,5.05,0.300000012,35,0.468,1
"CAMPBELL'S CHUNKY SOUPS,NEW ENGLAND CLAM CHOWDER",0.819999993,10.2,2.0,86,0.408,1
"SOUP,BF BROTH,BOUILLON,CONSOMME,PREP W/ EQ VOLUME H2O",0.0,0.73,0.0,12,0.0,1
"CAMPBELL'S CHUNKY SOUPS,OLD FASHIONED POTATO HAM CHOWDER",0.409999996,6.94,0.800000012,78,1.633,1
"CAMPBELL'S CHUNKY SOUPS,OLD FASHIONED VEG BF SOUP",1.629999995,7.35,1.600000024,53,0.408,1
"CAMPBELL'S CHUNKY SOUPS,PEPPER STEAK SOUP",1.629999995,7.35,1.200000048,48,0.204,1
"CAMPBELL'S CHUNKY SOUPS,PORK RST CARROTS POTATOES SOUP",1.220000029,6.53,1.200000048,50,0.612,1
"CAMPBELL'S CHUNKY SOUPS,ROADHOUSE - BF BEAN CHILI",4.489999771,10.2,3.299999952,95,1.429,1
"CAMPBELL'S CHUNKY SOUPS,SALISBURY STEAK MUSHRMS ONIONS SOUP",2.450000048,7.76,2.0,62,1.02,1
"CAMPBELL'S CHUNKY SOUPS,SAVORY CHICK WHITE WILD RICE SOUP",0.409999996,7.35,0.800000012,48,0.204,1
"SOUP,MINESTRONE,CND,PREP W/ EQ VOLUME H2O",0.0,4.66,0.400000006,34,0.23,1
"CAMPBELL'S CHUNKY SOUPS,SAVORY POT RST SOUP",1.629999995,7.35,1.200000048,48,0.408,1
"SOUP,MUSHROOM BARLEY,CND,PREP W/ EQ VOLUME H2O",0.0,4.8,0.300000012,30,0.18,1
"SOUP,CRM OF MUSHROOM,CND,PREP W/ EQ VOLUME H2O",0.720000029,3.29,0.0,42,0.676,1
"SOUP,MUSHROOM W/ BF STOCK,CND,PREP W/ EQ VOLUME H2O",0.0,3.81,0.300000012,35,0.64,1
"SOUP,ONION,CND,PREP W/ EQ VOLUME H2O",1.330000043,3.27,0.300000012,23,0.103,1
"SOUP,CRM OF ONION,CND,PREP W/ EQ VOLUME H2O",0.0,5.2,0.400000006,44,0.6,1
"CAMPBELL'S CHUNKY SOUPS,SAVORY VEG SOUP",2.450000048,8.98,1.600000024,44,0.204,1
"SOUP,OYSTER STEW,CND,PREP W/ EQ VOLUME H2O",0.0,1.69,0.0,24,1.04,1
"SOUP,PEA,GRN,CND,PREP W/ EQ VOLUME H2O",3.190000057,9.88,1.899999976,61,0.524,1
"SOUP,PEA,SPLIT W/ HAM,CND,PREP W/ EQ VOLUME H2O",0.0,11.05,0.899999976,75,0.7,1
"SOUP,PEPPERPOT,CND,PREP W/ EQ VOLUME H2O",0.0,3.75,0.200000003,41,0.822,1
"SOUP,CRM OF POTATO,CND,PREP W/ EQ VOLUME H2O",0.0,4.7,0.200000003,30,0.5,1
"CAMPBELL'S CHUNKY SOUPS,SIZZLIN' STEAK- GRLD STK CHILI BNS",3.670000076,11.02,2.900000095,81,0.408,1
"SOUP,SCOTCH BROTH,CND,PREP W/ EQ VOLUME H2O",0.25999999,3.87,0.5,33,0.455,1
"SOUP,CRM OF SHRIMP,CND,PREP W/ EQ VOLUME H2O",0.239999995,3.27,0.100000001,36,1.29,1
"CAMPBELL'S CHUNKY SOUPS,SLOW RSTD BF W/ MUSHROOMS SOUP",2.039999962,7.35,1.200000048,48,0.408,1
"CAMPBELL'S CHUNKY SOUPS,SMOKED CHICK W/ RSTD CORN CHOWDER",1.220000029,7.76,2.0,84,0.816,1
"CAMPBELL'S CHUNKY SOUPS,SPLIT PEA 'N' HAM SOUP",2.039999962,11.02,1.600000024,69,0.408,1
"SOUP,STOCKPOT,CND,PREP W/ EQ VOLUME H2O",0.0,4.65,0.0,40,0.35,1
"SOUP,TOMATO BF W/ NOODLE,CND,PREP W/ EQ VOLUME H2O",0.730000019,8.44,0.600000024,56,0.635,1
"CAMPBELL'S CHUNKY SOUPS,STEAK 'N' POTATO SOUP",0.819999993,7.35,0.800000012,53,0.204,1
"SOUP,TOMATO RICE,CND,PREP W/ EQ VOLUME H2O",2.950000048,8.54,0.699999988,47,0.2,1
"CAMPBELL'S CHNKY SOUPS,TANTALIZIN' TRKY - TRKY CHILI BNS SP",3.670000076,11.02,3.299999952,78,0.408,1
"SOUP,TURKEY NOODLE,CND,PREP W/ EQ VOLUME H2O",0.0,3.54,0.300000012,28,0.23,1
"SOUP,TURKEY VEG,CND,PREP W/ EQ VOLUME H2O",0.0,3.58,0.200000003,30,0.37,1
"SOUP,VEGETARIAN VEG,CND,PREP W/ EQ VOLUME H2O",1.570000052,4.89,0.300000012,28,0.12,1
"SOUP,VEG BF,CND,PREP W/ EQ VOLUME H2O",0.449999988,4.06,0.800000012,31,0.34,1
"SOUP,VEG W/ BF BROTH,CND,PREP W/ EQ VOLUME H2O",0.819999993,5.35,0.699999988,33,0.18,1
"SOUP,BEAN W/ BACON,DRY,MIX,PREP W/ H2O",0.230000004,6.18,3.400000095,40,0.36,1
"SOUP,BF BROTH OR BOUILLON,PDR,PREP W/H2O",0.200000003,0.25,0.0,3,0.04,1
"SOUP,BF BROTH,CUBED,PREP W/H2O",0.200000003,0.25,0.0,3,0.04,1
"SOUP,CHICK BROTH OR BOUILLON,DRY,PREP W/ H2O",0.289999992,0.3,0.0,4,0.057,1
"SOUP,CHICK BROTH CUBES,DRY,PREP W/ H2O",0.0,0.62,0.0,5,0.03,1
"SOUP,CRM OF CHICK,DRY,MIX,PREP W/ H2O",1.590000033,5.11,0.100000001,41,1.3,1
"SOUP,CHICK RICE,DRY,MIX,PREP W/ H2O",0.289999992,3.66,0.300000012,24,0.13,1
"SOUP,CONSOMME W/ GELATIN,DRY,MIX,PREP W/ H2O",0.449999988,0.78,0.0,7,0.0,1
"SOUP,MUSHROOM,DRY,MIX,PREP W/ H2O",0.180000007,4.4,0.200000003,33,0.32,1
"SOUP,ONION,DRY,MIX,PREP W/ H2O",0.200000003,2.77,0.300000012,12,0.004,1
"SOUP,OXTAIL,DRY,MIX,PREP W/ H2O",0.980000019,3.54,0.100000001,28,0.5,1
"CAMPBELL'S RED & WHITE - MCRWVEABLE BOWLS,CHICK NOODLE SOUP",0.0,4.08,0.400000006,30,0.204,1
"SOUP,TOMATO,DRY,MIX,PREP W/ H2O",3.900000095,7.17,0.400000006,38,0.286,1
"SOUP,TOMATO VEG,DRY,MIX,PREP W/ H2O",0.99000001,4.04,0.300000012,22,0.15,1
"SOUP,VEG BF,DRY,MIX,PREP W/ H2O",0.360000014,3.17,0.300000012,21,0.22,1
"CAMPBELL'S RED & WHITE - MICROWAVEABLE BOWLS,CHICK RICE SOUP",0.409999996,5.71,0.400000006,30,0.204,1
"CAMPBELL'S RED & WHITE - MCRWVEABLE BOWLS,CREAMY TOMATO SOUP",6.53000021,10.2,1.200000048,64,0.408,1
"CAMPBELL'S RED & WHITE - MICROWAVEABLE BOWLS,TOMATO SOUP",7.349999905,9.8,1.200000048,44,0.0,1
"CAMPBELL'S RED & WHITE - MICROWAVEABLE BOWLS,VEG BF SOUP",0.819999993,6.12,1.200000048,34,0.204,1
"CAMPBELL'S SEL GOLD LABEL SOUPS,BLNDED RED PEPP BLK BEAN SP",4.079999924,9.39,1.600000024,49,0.408,1
"CAMPBELL'S SEL GOLD LABEL SOUPS,CRMY PORTOBELLO MSHRM SOUP",0.819999993,5.71,0.800000012,42,1.224,1
"CAMPBELL'S SEL GOLD LABEL SOUPS,GOLDEN BUTTERNUT SQSH SOUP",3.269999981,7.35,1.200000048,37,0.408,1
"CAMPBELL'S SEL MCRWVABLE BOWLS,98% FT FR NEW ENGL CLAM CHDER",0.409999996,6.53,1.200000048,43,0.204,1
"CAMPBELL'S SEL MCRWVABLE BOWLS,CHICK W/ EGG NOODLES SOUP",0.819999993,4.9,0.800000012,38,0.204,1
"CAMPBELL'S SEL MCRWVABLE BWLS,ITAL SSGE PSTA & PEPRNI SOUP",2.039999962,6.12,0.800000012,53,1.02,1
"CAMPBELL'S SEL MCRWVABLE BOWLS,ITALIAN-STYLE WEDDING SOUP",2.039999962,6.12,0.800000012,45,0.408,1
"CAMPBELL'S SEL MCRWVABLE BOWLS,MEX STYLE CHICK TORTILLA SOUP",1.220000029,7.35,1.200000048,52,0.408,1
"CAMPBELL'S SEL MICROWAVEABLE BOWLS,MINESTRONE SOUP",2.039999962,7.76,1.600000024,39,0.0,1
"CAMPBELL'S SEL MCRWVABLE BOWLS,SVRY CHK & LONG GRN RICE SOUP",1.220000029,6.12,0.400000006,38,0.0,1
"SOUP,CHICK NOODLE,DRY,MIX,PREP W/ H2O",0.310000002,3.67,0.100000001,23,0.122,1
"CAMPBELL'S SEL SOUP,98% FAT FREE NEW ENGLAND CLAM CHOWDER",0.819999993,7.35,0.800000012,43,0.0,1
"CAMPBELL'S SEL SOUP,BF W/ RSTD BARLEY SOUP",1.629999995,8.98,0.800000012,54,0.204,1
"CAMPBELL'S SEL SOUP,CHICK & PASTA W/ RSTD GARLIC SOUP",0.819999993,7.35,0.800000012,46,0.204,1
"CAMPBELL'S SEL SOUP,CHICK VEG MEDLEY SOUP",1.629999995,7.76,0.800000012,44,0.204,1
"CAMPBELL'S SEL SOUP,CREAMY CHICK ALFREDO SOUP",0.409999996,7.35,0.800000012,71,0.408,1
"CAMPBELL'S SEL SOUP,HEALTHY REQUEST MEX STYLE CHICK TORTILLA",0.819999993,8.16,1.200000048,55,0.408,1
"CAMPBELL'S SEL SOUP,ITALIAN SAUSAGE W/ PASTA PEPPERONI SOUP",2.039999962,7.35,1.200000048,63,1.02,1
"CAMPBELL'S SEL SOUP,ITALIAN-STYLE WEDDING SOUP",1.220000029,6.12,0.800000012,47,0.612,1
"CAMPBELL'S SEL SOUP,MEDITERRANEAN MEATBALL BOWTIE PASTA SOUP",1.629999995,5.71,1.200000048,47,0.612,1
"CAMPBELL'S SEL SOUP,MEXICAN STYLE CHICK TORTILLA SOUP",0.409999996,8.16,1.200000048,53,0.408,1
"CAMPBELL SOUP COMPANY,CAMPBELL'S SEL SOUP,MINESTRONE SOUP",2.039999962,8.16,1.200000048,43,0.0,1
"CAMPBELL'S SEL SOUP,NEW ENGLAND CLAM CHOWDER",0.409999996,6.12,0.800000012,64,0.816,1
"CAMPBELL'S SEL SOUP,POTATO BROCCOLI CHS SOUP",0.819999993,7.35,1.600000024,49,0.408,1
"SOUP,BF MUSHROOM,CND,PREP W/ EQ VOLUME H2O",0.0,2.6,0.100000001,30,0.61,1
"CAMPBELL'S SEL SOUP,RSTD CHICK W/ LONG GRAIN WILD RICE SOUP",0.819999993,7.35,0.800000012,43,0.204,1
"SOUP,CHICK MUSHROOM,CND,PREP W/ EQ VOLUME H2O",0.0,3.8,0.100000001,54,0.98,1
"CAMPBELL'S SEL SOUP,RSTD CHICK W/ ROTINI & PENNE PASTA SOUP",0.819999993,6.53,0.800000012,41,0.204,1
"CAMPBELL'S SEL SOUP,SAVORY WHITE BEAN W/ RSTD HAM SOUP",1.629999995,12.24,2.900000095,67,0.204,1
"CAMPBELL'S SEL SOUP,SLOW RSTD BF & VEG SOUP",1.629999995,6.53,0.800000012,41,0.204,1
"CAMPBELL'S SEL SOUP,SPLIT PEA W/ RSTD HAM SOUP",2.039999962,11.84,2.0,67,0.0,1
"SOUP,TOMATO BISQUE,CND,PREP W/ EQ VOLUME H2O",0.0,9.6,0.200000003,50,0.22,1
"SOUP,TOMATO,CND,PREP W/EQ VOLUME H2O,COMM",3.970000029,6.57,0.600000024,30,0.076,1
"CAMPBELL SOUP COMPANY,CAMPBELL'S SEL SOUP,TOMATO GARDEN SOUP",4.900000095,8.57,0.800000012,41,0.204,1
"CAMPBELL SOUP COMPANY,CAMPBELL'S SEL SOUP,VEG MEDLEY SOUP",2.450000048,8.57,1.200000048,41,0.0,1
"SOUP,RAMEN NOODLE,ANY FLAVOR,DRY",0.730000019,65.5,2.400000095,453,7.63,0
"SOUP,BROCCOLI CHS,CND,COND,COMM",2.119999886,7.7,1.799999952,87,1.6,1
"CAMPBELL'S SOUP AT HAND,BLENDED VEG MEDLEY SOUP",2.950000048,6.23,1.299999952,33,0.164,1
"CAMPBELL'S SOUP AT HAND,CHICK & STARS SOUP",0.330000013,3.28,0.699999988,21,0.164,1
"CAMPBELL'S SOUP AT HAND,CHICK W/ MINI NOODLES SOUP",0.660000026,3.61,0.699999988,26,0.164,1
"CAMPBELL'S SOUP AT HAND,CRM OF BROCCOLI SOUP",0.980000019,5.57,2.299999952,47,0.656,1
"CAMPBELL'S SOUP AT HAND,CREAMY CHICK SOUP",0.330000013,4.26,1.299999952,43,0.492,1
"CAMPBELL'S SOUP AT HAND,CREAMY TOMATO SOUP",7.539999962,11.15,1.299999952,62,0.328,1
"CAMPBELL'S SOUP AT HAND,ITALIAN STYLE WEDDING SOUP",0.980000019,3.28,0.300000012,24,0.328,1
"CAMPBELL'S SOUP AT HAND,NEW ENGLAND CLAM CHOWDER",0.0,4.26,1.299999952,40,0.328,1
"CAMPBELL SOUP COMPANY,CAMPBELL'S SOUP AT HAND,VEG BF SOUP",1.639999986,3.28,0.300000012,20,0.164,1
"CAMPBELL'S SOUP AT HAND,VELVETY POTATO SOUP",1.639999986,6.89,1.299999952,51,0.328,1
"CAMPBELL SOUP COMPANY,PACE,CHIPOTLE CHUNKY SALSA",6.25,6.25,3.099999905,25,0.0,1
"CAMPBELL SOUP COMPANY,PACE,CILANTRO CHUNKY SALSA",6.25,6.25,3.099999905,25,0.0,1
"CAMPBELL SOUP COMPANY,PACE,ENCHILADA SAU",6.670000076,8.33,1.700000048,40,0.0,1
"CAMPBELL SOUP COMPANY,PACE,GRN TACO SAU",6.25,6.25,0.0,25,0.0,1
"CAMPBELL SOUP COMPANY,PACE,LIME & GARLIC CHUNKY SALSA",6.25,9.38,3.099999905,38,0.0,1
"CAMPBELL SOUP COMPANY,PACE,ORGANIC PICANTE SAU",6.25,6.25,3.099999905,25,0.0,1
"CAMPBELL SOUP COMPANY,PACE,PICANTE SAU",6.25,6.25,3.099999905,25,0.0,1
"CAMPBELL SOUP COMPANY,PACE,RED TACO SAU",6.25,12.5,0.0,50,0.0,1
"CAMPBELL SOUP COMPANY,PACE,THICK & CHUNKY SALSA",6.25,6.25,3.099999905,25,0.0,1
"CAMPBELL SOUP COMPANY,SWANSON BROTH,CERT ORGANIC VEG BROTH",0.850000024,1.28,0.0,5,0.0,1
"CAMPBELL SOUP COMPANY,SWANSON BROTH,VEG BROTH",0.850000024,1.28,0.0,5,0.0,1
"CAMPBELL SOUP COMPANY,HLTHY RQUST STYLE WEDDING SP",1.220000029,6.12,0.800000012,45,0.612,1
"SAUCE,CHS SAU MIX,DRY",10.26000023,60.52,1.0,438,8.44,0
"SOUP,CHICK CORN CHOWDER,CHUNKY,RTS,SINGLE BRAND",0.0,7.5,0.899999976,99,1.75,1
"SOUP,CHICK MUSHROOM CHOWDER,CHUNKY,RTS,SINGLE BRAND",0.0,7.1,1.399999976,80,1.15,1
"SOUP,POTATO HAM CHOWDER,CHUNKY,RTS,SINGLE BRAND",0.0,5.6,0.600000024,80,1.62,1
"SOUP,SIRLOIN BURGER W/VEG,RTS,SINGLE BRAND",0.0,6.8,2.299999952,77,1.33,1
"SOUP,SPLIT PEA W/ HAM,CHUNKY,RED FAT,RED NA,RTS,SINGLE BRAND",0.0,11.3,0.0,76,0.3,1
"SOUP,BEAN W/BACON,COND,SINGLE BRAND",0.0,18.0,4.599999905,117,0.601,1
"SOUP,BF W/VEG&BARLEY,CND,COND,SINGLE BRAND",0.0,8.2,0.0,61,0.48,1
"SOUP,CHICK W/STAR-SHAPED PASTA,CND,COND,SINGLE BRAND",0.0,7.1,0.0,50,0.342,1
"SOUP,CRM OF CHICK,CND,COND,SINGLE BRAND",0.0,7.7,0.0,99,1.61,1
"SOUP,SPLIT PEA W/HAM&BACON,CND,COND,SINGLE BRAND",0.0,21.2,3.0,140,0.676,1
"SOUP,VEG BF,CND,COND,SINGLE BRAND",0.0,7.7,0.0,53,0.231,1
"SOUP,CHICK VEG,CHUNKY,RED FAT,RED NA,RTS,SINGLE BRAND",0.0,6.3,0.0,40,0.121,1
"SOUP,VEG BF,MICROWAVABLE,RTS,SINGLE BRAND",0.0,3.3,1.5,44,0.221,1
"SOUP,CHUNKY BF W/ COUNTRY VEG,RTS",0.0,8.57,0.0,62,0.612,1
"SAUCE,CHS,RTS",0.419999987,6.83,0.5,174,6.01,0
"SAUCE,PASTA,SPAGHETTI/MARINARA,RTS",8.840000153,13.76,2.599999905,87,0.699,1
"CAMPBELL SOUP COMP,PREGO PASTA,TRADITIONAL ITALIAN SAU,RTS",8.460000038,10.0,2.299999952,62,0.769,1
"SOUP,CRM OF CHICK,CND,COND,RED NA",0.389999986,9.5,0.400000006,58,0.5,1
"SOUP,TOMATO,CND,COND,RED NA",8.109999657,13.41,1.200000048,65,0.155,1
"GRAVY,BROWN INST,DRY",9.229999542,59.78,3.200000048,380,5.866,0
"GRAVY,INST BF,DRY",23.89999962,61.1,4.300000191,369,4.88,0
"GRAVY,INST TURKEY,DRY",7.599999905,57.56,3.799999952,409,4.931,0
"SAUCE,ALFREDO MIX,DRY",5.400000095,36.52,2.0,535,13.18,0
"SAUCE,PEPPERS,HOT,CHILI,MATURE RED,CND",2.549999952,3.9,0.699999988,21,0.08,1
"SAUCE,CHILI,PEPPERS,HOT,IMMAT GRN,CND",2.549999952,5.0,1.899999976,20,0.013,1
FISH BROTH,0.090000004,0.4,0.0,16,0.142,1
"SOUP,TOMATO,LO NA,W/H2O",3.970000029,6.57,0.600000024,30,0.076,1
"SOUP,PEA,LO NA,PREP W/ EQ VOLUME H2O",3.190000057,9.88,1.899999976,62,0.524,1
"SOUP,CHICK NOODLE,LO NA,CND,PREP W/ EQ VOLUME H2O",0.270000011,2.95,0.200000003,25,0.262,1
"SOUP,VEG SOUP,COND,LO NA,PREP W/ EQ VOLUME H2O",2.150000095,6.06,1.100000024,33,0.074,1
"SOUP,CRM OF MUSHROOM,LO NA,RTS,CND",1.720000029,4.53,0.200000003,53,1.005,1
"POTATO SOUP,INST,DRY MIX",10.0,76.14,7.599999905,343,0.613,0
"SOUP,CHICK BROTH,LO NA,CND",0.129999995,1.2,0.0,16,0.179,1
"SAUCE,WORCESTERSHIRE",10.02999973,19.46,0.0,78,0.0,1
"SAUCE,TOMATO CHILI SAU,BTLD,W/SALT",10.53999996,19.79,5.900000095,104,0.045,1
"SAUCE,TOMATO CHILI SAU,BTLD,NO SALT,LO NA",8.960000038,28.73,0.5,104,0.044,1
"SOUP,VEG CHICK,CND,PREP W/ H2O,LO NA",1.419999957,8.76,0.400000006,69,0.597,1
"SAUCE,BARBECUE,LO NA",26.05999947,36.25,0.600000024,150,0.0,0
"SAUCE,PASTA,SPAGHETTI/MARINARA,RTS,LO NA",8.840000153,13.76,2.599999905,87,0.699,1
"GRAVY,MEAT OR POULTRY,LO NA,PREP",0.01,6.16,0.300000012,53,1.003,1
"SOUP,BF & MUSHROOM,LO NA,CHUNK STYLE",0.839999974,9.58,0.200000003,69,1.621,1
